sqrtN_dJ_N8,sqrtN_dJ_N16,sqrtN_dJ_N32,sqrtN_dJ_N64
3.285778818130733043e+02,1.369821773473289795e+03,4.093451258815413780e+02,9.058151465058326721e+02
2.775086906640973439e+02,-3.185521832068479853e+02,-1.621767991973484186e+03,-3.291014829298655968e+02
1.803800991612267524e+02,-1.507514485508698272e+03,-1.572063280101996043e+03,-8.866961948487733025e+02
-6.445553778529280180e+02,3.956993584988958901e+02,-2.624492452092445660e+02,-4.729483769150101580e+01
-7.659485658713778093e+02,-6.448849801696342183e+02,-1.114992691285926583e+02,-1.430654272597166710e+01
-2.931609571482380829e+02,-5.487330511393520283e+02,-1.027313516040861487e+03,-2.103940391962940339e+03
-2.176627364783445501e+03,-1.354643055536871543e+03,-5.220098179364400721e+02,1.262004278192674974e+03
-1.585597759933086309e+03,-1.969099533657878055e+03,-1.627918384303995708e+03,3.412564592514536344e+02
-1.660541582758039851e+02,2.055286269111529691e+02,-3.600975494880967176e+02,-1.131498243105015717e+02
-1.541097321282042230e+03,-3.055367752776772249e+03,-2.158489490459483477e+03,-1.963380759855092037e+03
5.681313745173632697e+02,2.287405001988008735e+03,2.420399737095007822e+03,2.618481643981678644e+03
-1.787221541470366446e+03,-1.108793807591719087e+03,-7.599795546210650627e+02,4.904027094340126496e+02
6.686049831383529636e+02,4.517117565536318580e+02,1.029624812060155364e+03,2.508741505249374313e+03
-1.629386454769741022e+03,-2.046635560793365585e+02,2.772624006833232784e+02,-2.776037706669303589e+02
1.133352903628263448e+03,4.590746513779304223e+02,-2.294394910360963706e+02,-8.041147443263034802e+02
-1.438992554651732689e+03,-2.263599849537276896e+02,-4.269132727593722052e+02,5.560887885046831798e+02
7.229444064108760131e+02,1.653195887772293645e+03,5.774751433480026890e+02,1.675267444130557124e+03
-1.792304409687531859e+02,-7.815546551849693060e+02,-5.611795710927411847e+02,-2.136099846531898947e+03
-1.744378349548684128e+03,-7.932848612074303674e+02,-4.199140550346656937e+02,-2.023446191874536453e+03
-1.731920160254720997e+02,-3.630167578221880831e+02,-3.951778677987630317e+02,-1.352517473287967732e+03
8.192948299991833494e+01,-1.829640902038809145e+02,-4.905922318486611857e+02,-1.422990279139252380e+03
3.622584457893028684e+03,3.836372398690582486e+03,2.301551344788117603e+03,2.280743938331725076e+03
9.488621381302478994e+02,-3.207079026293067727e+02,-2.202392232787004218e+02,8.421896134030539542e+02
-2.230631928909272403e+02,-1.140512477778072935e+03,-6.342016259009512851e+02,-4.400783088312891778e+02
-4.644516749647901293e+02,-1.853612580405548215e+03,-2.145292790738265012e+03,-1.774537327844882384e+03
-1.253068543217542810e+03,-7.557167321734450525e+02,-6.571916294269798300e+02,-4.007333985003351700e+02
-9.622108236898386622e+02,3.756539386830118019e+02,2.887141979017956714e+02,-3.226113032740831841e+02
-5.872401045614751638e+02,-1.686195195169217186e+03,-1.187703168586408992e+03,-5.560934614208817948e+02
