t,u
4.416474000000000188e+01,1.199907351762692898e+01
4.419532500000000397e+01,1.199809478703393850e+01
4.422590999999999894e+01,1.199443147561226475e+01
4.425649500000000103e+01,1.102744408942471210e+01
4.428708000000000311e+01,6.600287305716897812e+00
4.431766499999999809e+01,5.496840420943092553e+00
4.434825000000000017e+01,5.453254536901074090e+00
4.437883500000000225e+01,5.622053972345557149e+00
4.440942000000000434e+01,5.749417937027944348e+00
4.444000499999999931e+01,5.802064103653623128e+00
4.447059000000000140e+01,5.808365577807030888e+00
4.450117500000000348e+01,5.799078212208105043e+00
4.453175999999999846e+01,5.792458920485003659e+00
4.456234500000000054e+01,5.794659840659982741e+00
4.459293000000000262e+01,5.804694579127988696e+00
4.462351500000000470e+01,5.819369037804967171e+00
4.465409999999999968e+01,5.835359256689985230e+00
4.468468500000000176e+01,5.850492592736046937e+00
4.471527000000000385e+01,5.863862849610407046e+00
4.474585499999999882e+01,5.875438888224995715e+00
4.477644000000000091e+01,5.886037330511256549e+00
4.480702500000000299e+01,5.896093524804117081e+00
4.483761000000000507e+01,5.906255202868394782e+00
4.486819500000000005e+01,5.916896668577741991e+00
4.489878000000000213e+01,5.928120006074937720e+00
4.492936500000000422e+01,5.939872182123145272e+00
4.495994999999999919e+01,5.952022183540169209e+00
4.499053500000000128e+01,5.964354498636987856e+00
4.502112000000000336e+01,5.976622771002887191e+00
4.505170499999999834e+01,5.988847539206264337e+00
4.508229000000000042e+01,6.000919339659978924e+00
4.511287500000000250e+01,6.012792743627383807e+00
4.514346000000000458e+01,6.024515979747933514e+00
4.517404499999999956e+01,6.036140829441257516e+00
4.520463000000000164e+01,6.047739165410030537e+00
4.523521500000000373e+01,6.059375531377060753e+00
4.526579999999999870e+01,6.071095208747188110e+00
4.529638500000000079e+01,6.082936286588343400e+00
4.532697000000000287e+01,6.094976740138575266e+00
4.535755500000000495e+01,6.107071245437738050e+00
4.538813999999999993e+01,6.119277451903346154e+00
4.541872500000000201e+01,6.131557405635406077e+00
4.544931000000000409e+01,6.143903100739732892e+00
4.547989499999999907e+01,6.156288372695785327e+00
4.551048000000000116e+01,6.168699809464103012e+00
4.554106500000000324e+01,6.181093547886855610e+00
4.557164999999999822e+01,6.193485229248076429e+00
4.560223500000000030e+01,6.205862673968991494e+00
4.563282000000000238e+01,6.218223094240695303e+00
4.566340500000000446e+01,6.230592811587682078e+00
4.569398999999999944e+01,6.242968034102256425e+00
4.572457500000000152e+01,6.255342326061617442e+00
4.575516000000000361e+01,6.267752921188334270e+00
4.578574499999999858e+01,6.280195531938408848e+00
4.581633000000000067e+01,6.292664854743500236e+00
4.584691500000000275e+01,6.305182912357023106e+00
4.587750000000000483e+01,6.317719585345534128e+00
4.590808499999999981e+01,6.330324274279488073e+00
4.593867000000000189e+01,6.342955267448377121e+00
4.596925500000000397e+01,6.355624625318638365e+00
4.599983999999999895e+01,6.368319400229453642e+00
4.603042500000000103e+01,6.381046808592088837e+00
4.606101000000000312e+01,6.393792573844925720e+00
4.609159499999999809e+01,6.406559780852143504e+00
4.612218000000000018e+01,6.419364316845897811e+00
4.615276500000000226e+01,6.432170947442187980e+00
4.618335000000000434e+01,6.445008457666405732e+00
4.621393499999999932e+01,6.457868287176395938e+00
4.624452000000000140e+01,6.470737817103771050e+00
4.627510500000000349e+01,6.483630103107389075e+00
4.630568999999999846e+01,6.496554864946773478e+00
4.633627500000000055e+01,6.509493032144711755e+00
4.636686000000000263e+01,6.522461379699405981e+00
4.639744500000000471e+01,6.535469200288912539e+00
4.642802999999999969e+01,6.548505544344872753e+00
4.645861500000000177e+01,6.561563454338270596e+00
4.648920000000000385e+01,6.574654155403969469e+00
4.651978499999999883e+01,6.587776414049153928e+00
4.655037000000000091e+01,6.600929410986866586e+00
4.658095500000000300e+01,6.614101509574669358e+00
4.661154000000000508e+01,6.627313983160302513e+00
4.664212500000000006e+01,6.640550539873515845e+00
4.667271000000000214e+01,6.653805484345310717e+00
4.670329500000000422e+01,6.667087874198624142e+00
4.673387999999999920e+01,6.680397314007011644e+00
4.676446500000000128e+01,6.693737395341869956e+00
4.679505000000000337e+01,6.707087477890954830e+00
4.682563499999999834e+01,6.720458254449077629e+00
4.685622000000000043e+01,6.733856539667285368e+00
4.688680500000000251e+01,6.747274584075554138e+00
4.691739000000000459e+01,6.760721791842021489e+00
4.694797499999999957e+01,6.774183228166489101e+00
4.697856000000000165e+01,6.787601181643878157e+00
4.700914500000000373e+01,6.801123347407364683e+00
4.703972999999999871e+01,6.814669204622523679e+00
4.707031500000000079e+01,6.828251633573920287e+00
4.710090000000000288e+01,6.841848100883087369e+00
4.713148500000000496e+01,6.855497463384454093e+00
4.716206999999999994e+01,6.869159330788773943e+00
4.719265500000000202e+01,6.882857945603086947e+00
4.722324000000000410e+01,6.896593413231466130e+00
4.725382499999999908e+01,6.910354759685417569e+00
4.728441000000000116e+01,6.924151699268425553e+00
4.731499500000000324e+01,6.937988725429000247e+00
4.734557999999999822e+01,6.951844992680731750e+00
