sqrtN_dJ_N8,sqrtN_dJ_N16,sqrtN_dJ_N32,sqrtN_dJ_N64
-4.616272868791900658e-02,2.337759288052978945e+00,2.249546683201298247e+00,2.231981623445392415e+00
3.652631931458233616e+00,8.867416211132166382e-01,-1.243756839960515226e+00,2.517371902513332316e+00
-3.067401794290685935e+00,-9.197298691501600842e-01,1.583911036422821356e-02,5.122796790663556976e+00
-5.438885374193424660e+00,-1.699761084335591477e-01,-8.000865357824593627e-01,2.636976304146770644e+00
-3.121948279990062414e+00,2.137670882163561714e+00,-5.112589278775772073e-01,8.310636921436298508e-01
8.854876252379978441e-01,4.365042335259488482e+00,7.030880225659938532e+00,5.395505323734226977e+00
8.736197588468368469e-01,5.534789808456679339e-01,1.402149766532073016e+00,5.782546205606138301e-01
-3.644946424183527434e+00,-4.645736689467497627e+00,-4.840748361324807902e+00,-1.479793128079052167e+00
-2.431617653005356816e-01,-5.411729221466430317e-01,5.004146254540949634e+00,1.685019742309151525e+00
-5.363016702016633275e+00,-4.117364111365418466e+00,-1.449987958914991937e-01,4.225027135270522649e-01
-7.246855841284892463e+00,-2.393639723543856235e+00,5.758109052228129743e-01,-3.697878850802510442e+00
-4.974660167500324803e+00,-3.706014302093507240e+00,-2.698252940744343409e+00,-1.270772357209750680e+00
-2.433353004914285744e+00,1.843530301515073688e+00,8.256184483937252239e+00,1.585712754999462959e+00
-5.182857524620660072e+00,-4.075827725159683723e+00,-1.856752647025811553e+00,-3.211439873060953687e+00
4.134331661374287537e-01,-1.679716101545920992e+00,-6.156751519075355228e-01,-3.600403427412402380e+00
-3.306456045901161378e+00,-5.651136602482637272e+00,-2.296297390053774645e+00,-1.856526417239592774e+00
3.211584632579019605e+00,2.391386558163304699e+00,1.375122894771790172e+00,3.309297626783006763e+00
-2.410512684137820827e+00,-2.839768175062346245e+00,-3.964093163243385565e+00,-2.589405849745105570e+00
1.569243485752293221e+00,4.186997866551905645e+00,4.800829148931799573e+00,-6.022760437576266668e-01
-6.630665572668121843e-01,-4.288048163677075308e+00,-3.487276213862558816e+00,-4.793467730815223149e+00
3.728758910619915934e+00,-3.617033804793834406e-01,2.378214617670879161e+00,1.678575901334596665e+00
1.360416824502335587e+00,-9.726504697131304056e-01,2.018636851830295509e+00,7.084833118318272227e-01
-4.560153721756019657e-02,-1.323461802781963570e+00,-6.233909449599953634e-01,-4.884500036836186609e+00
5.133176373679412485e+00,1.869052774243144199e+00,-6.994720914997402117e-01,-4.893715357567316460e+00
3.213383659395792957e+00,2.379752774903167278e+00,2.138463485932537544e+00,2.321239764218489654e+00
-7.663816916888166908e+00,-5.716699487937859203e+00,-2.029295201361753342e+00,9.661715776408925649e-01
