t,u_nominal solution,u_SAA solution
9.299999999999999378e-01,1.931305762607061494e-01,1.908770757308429211e-01
9.375000000000000000e-01,1.935562571580990987e-01,1.913213670450875092e-01
9.449999999999999512e-01,1.939828768936926184e-01,1.917667133136790603e-01
9.525000000000000133e-01,1.944104683401161326e-01,1.922130766396551449e-01
9.599999999999999645e-01,1.948390646227554923e-01,1.926604171573102764e-01
9.674999999999999156e-01,1.952686990249225818e-01,1.931086932426528402e-01
9.749999999999999778e-01,1.956994049166050076e-01,1.935578616888877501e-01
9.824999999999999289e-01,1.961312156631044301e-01,1.940078779461774927e-01
9.899999999999999911e-01,1.965641645429914153e-01,1.944586963228559506e-01
9.974999999999999423e-01,1.969982846760350570e-01,1.949102702419179822e-01
1.004999999999999893e+00,1.974336089367799696e-01,1.953625524854928908e-01
1.012499999999999956e+00,1.978701698845855561e-01,1.958154954249100022e-01
1.020000000000000018e+00,1.983079996916363441e-01,1.962690512866340775e-01
1.027499999999999858e+00,1.987471300671253271e-01,1.967231724100778623e-01
1.034999999999999920e+00,1.991875921914692260e-01,1.971778114891433453e-01
1.042499999999999982e+00,1.996294166463032371e-01,1.976329218293592649e-01
1.050000000000000044e+00,2.000726333580185312e-01,1.980884576030190469e-01
1.057499999999999885e+00,2.005172715215822743e-01,1.985443740822174230e-01
1.064999999999999947e+00,2.009633595437991804e-01,1.990006278723055189e-01
1.072500000000000009e+00,2.014109249891506137e-01,1.994571771516632230e-01
1.080000000000000071e+00,2.018599945138781770e-01,1.999139818761028198e-01
1.087499999999999911e+00,2.023105938170793039e-01,2.003710039955712285e-01
1.094999999999999973e+00,2.027627475818548630e-01,2.008282076597415755e-01
1.102500000000000036e+00,2.032164794279046893e-01,2.012855593817435562e-01
1.109999999999999876e+00,2.036718118539402600e-01,2.017430282319261914e-01
1.117499999999999938e+00,2.041287661957072452e-01,2.022005859954821294e-01
1.125000000000000000e+00,2.045873625784539740e-01,2.026582073111347915e-01
1.132500000000000062e+00,2.050476198700998676e-01,2.031158698202061574e-01
1.139999999999999902e+00,2.055095556410500013e-01,2.035735542867248837e-01
1.147499999999999964e+00,2.059731861193191682e-01,2.040312446912868061e-01
1.155000000000000027e+00,2.064385261592964205e-01,2.044889283267384561e-01
1.162499999999999867e+00,2.069055892039743383e-01,2.049465958893983697e-01
1.169999999999999929e+00,2.073743872393636611e-01,2.054042415457523196e-01
1.177499999999999991e+00,2.078449307759576148e-01,2.058618629662107014e-01
1.185000000000000053e+00,2.083172288166381114e-01,2.063194613839410274e-01
1.192499999999999893e+00,2.087912888274047751e-01,2.067770416047886584e-01
1.199999999999999956e+00,2.092671167100382534e-01,2.072346120386100998e-01
1.207500000000000018e+00,2.097447167837072357e-01,2.076921846778099490e-01
1.214999999999999858e+00,2.102240917671876208e-01,2.081497751051735734e-01
1.222499999999999920e+00,2.107052427576765197e-01,2.086074024548202066e-01
1.229999999999999982e+00,2.111881692168448010e-01,2.090650893841221880e-01
1.237500000000000044e+00,2.116728689641055317e-01,2.095228620250114415e-01
1.244999999999999885e+00,2.121593381655885180e-01,2.099807499182540782e-01
1.252499999999999947e+00,2.126475713255638889e-01,2.104387859581688669e-01
1.260000000000000009e+00,2.131375612949686360e-01,2.108970063153498831e-01
1.267499999999999849e+00,2.136292992592145334e-01,2.113554503318351430e-01
1.274999999999999911e+00,2.141227747533751835e-01,2.118141604336803707e-01
1.282499999999999973e+00,2.146179756631344249e-01,2.122731820281091308e-01
1.290000000000000036e+00,2.151148882400806261e-01,2.127325633886933132e-01
1.297499999999999876e+00,2.156134971097673492e-01,2.131923555238952328e-01
1.304999999999999938e+00,2.161137852969791662e-01,2.136526120545351737e-01
1.312500000000000000e+00,2.166157342473229441e-01,2.141133890792413230e-01
1.319999999999999840e+00,2.171193238430984551e-01,2.145747450242422028e-01
1.327499999999999902e+00,2.176245324410732707e-01,2.150367404950677408e-01
1.334999999999999964e+00,2.181313368975199840e-01,2.154994381256556957e-01
1.342500000000000027e+00,2.186397126102791466e-01,2.159629024080069737e-01
1.349999999999999867e+00,2.191496335535429441e-01,2.164271995437706264e-01
1.357499999999999929e+00,2.196610723209841964e-01,2.168923972508166043e-01
1.364999999999999991e+00,2.201740001729039775e-01,2.173585646025906759e-01
1.372500000000000053e+00,2.206883870863033670e-01,2.178257718506642904e-01
1.379999999999999893e+00,2.212042018091391338e-01,2.182940902394285287e-01
1.387499999999999956e+00,2.217214119128235739e-01,2.187635918201717988e-01
1.395000000000000018e+00,2.222399838561916752e-01,2.192343492727190923e-01
1.402499999999999858e+00,2.227598830493031368e-01,2.197064357097256171e-01
1.409999999999999920e+00,2.232810739177827353e-01,2.201799244859747873e-01
1.417499999999999982e+00,2.238035199761538585e-01,2.206548890196820822e-01
1.425000000000000044e+00,2.243271838913999949e-01,2.211314025874512312e-01
1.432499999999999885e+00,2.248520275742434404e-01,2.216095381456990587e-01
1.439999999999999947e+00,2.253780122476697068e-01,2.220893681336611469e-01
1.447500000000000009e+00,2.259050985299057845e-01,2.225709642882461037e-01
1.454999999999999849e+00,2.264332465207375411e-01,2.230543974476338065e-01
1.462499999999999911e+00,2.269624158889778642e-01,2.235397373843852342e-01
1.469999999999999973e+00,2.274925659572060999e-01,2.240270526016364117e-01
1.477500000000000036e+00,2.280236557943245146e-01,2.245164101671798806e-01
1.484999999999999876e+00,2.285556443176693930e-01,2.250078755293735966e-01
1.492499999999999938e+00,2.290884903732060829e-01,2.255015123457597137e-01
1.500000000000000000e+00,2.296221528450490823e-01,2.259973823267604209e-01
1.507499999999999840e+00,2.301565907440994707e-01,2.264955450439015416e-01
1.514999999999999902e+00,2.306917633148775348e-01,2.269960577991727291e-01
1.522499999999999964e+00,2.312276301326847971e-01,2.274989754576595691e-01
1.530000000000000027e+00,2.317641512040231611e-01,2.280043502981420056e-01
1.537499999999999867e+00,2.323012870663962448e-01,2.285122318871227742e-01
1.544999999999999929e+00,2.328389988966777513e-01,2.290226669433083895e-01
1.552499999999999991e+00,2.333772486057848761e-01,2.295356991914598299e-01
1.560000000000000053e+00,2.339159989467444745e-01,2.300513692669123034e-01
1.567499999999999893e+00,2.344552136064094183e-01,2.305697145891807409e-01
1.574999999999999956e+00,2.349948573196061763e-01,2.310907692610782993e-01
1.582500000000000018e+00,2.355348959580987334e-01,2.316145639969508785e-01
1.589999999999999858e+00,2.360752966314643431e-01,2.321411260111351516e-01
1.597499999999999920e+00,2.366160277875561102e-01,2.326704789525196881e-01
1.604999999999999982e+00,2.371570593011431971e-01,2.332026428334900425e-01
1.612500000000000044e+00,2.376983625708525560e-01,2.337376339810766368e-01
1.619999999999999885e+00,2.382399106080933526e-01,2.342754649850140591e-01
1.627499999999999947e+00,2.387816781292831647e-01,2.348161446621159221e-01
1.635000000000000009e+00,2.393236416342618966e-01,2.353596780279808010e-01
1.642499999999999849e+00,2.398657794915281249e-01,2.359060662770760819e-01
1.649999999999999911e+00,2.404080720119063375e-01,2.364553067767297956e-01
1.657499999999999973e+00,2.409505015322845056e-01,2.370073930802493456e-01
1.665000000000000036e+00,2.414930524818171553e-01,2.375623149246918475e-01
1.672499999999999876e+00,2.420357114447745095e-01,2.381200582628801576e-01
1.679999999999999938e+00,2.425784672273675335e-01,2.386806052822910695e-01
1.687500000000000000e+00,2.431213109155988816e-01,2.392439344817081925e-01
1.694999999999999840e+00,2.436642359234963418e-01,2.398100206992921091e-01
1.702499999999999902e+00,2.442072380438230494e-01,2.403788351704412574e-01
1.709999999999999964e+00,2.447503154863626684e-01,2.409503456196441240e-01
1.717500000000000027e+00,2.452934689241855482e-01,2.415245163232679904e-01
1.724999999999999867e+00,2.458367015129128419e-01,2.421013082206724676e-01
1.732499999999999929e+00,2.463800189236589611e-01,2.426806789997837943e-01
1.739999999999999991e+00,2.469234293603471408e-01,2.432625832098209429e-01
1.747499999999999831e+00,2.474669435700202202e-01,2.438469723836358405e-01
1.754999999999999893e+00,2.480105748570665680e-01,2.444337951506075635e-01
1.762499999999999956e+00,2.485543390718096546e-01,2.450229973777414971e-01
1.770000000000000018e+00,2.490982546179763002e-01,2.456145223096833918e-01
1.777499999999999858e+00,2.496423424319383078e-01,2.462083107135860371e-01
1.784999999999999920e+00,2.501866259661522096e-01,2.468043010290920658e-01
1.792499999999999982e+00,2.507311311649710328e-01,2.474024295293310860e-01
1.799999999999999822e+00,2.512758864330608688e-01,2.480026304880436350e-01
1.807499999999999885e+00,2.518209225947942165e-01,2.486048363447903031e-01
1.814999999999999947e+00,2.523662728497941266e-01,2.492089778826064583e-01
1.822500000000000009e+00,2.529119727259672712e-01,2.498149844063504710e-01
1.829999999999999849e+00,2.534580600154668906e-01,2.504227839267258449e-01
1.837499999999999911e+00,2.540045747116920216e-01,2.510323033343097587e-01
1.844999999999999973e+00,2.545515589457820194e-01,2.516434686023397704e-01
1.852500000000000036e+00,2.550990569056129087e-01,2.522562049551235197e-01
1.859999999999999876e+00,2.556471147538101341e-01,2.528704370972527649e-01
1.867499999999999938e+00,2.561957805348270001e-01,2.534860893677695626e-01
1.875000000000000000e+00,2.567451040925305961e-01,2.541030859462871661e-01
1.882499999999999840e+00,2.572951369651396702e-01,2.547213510541845860e-01
1.889999999999999902e+00,2.578459322799344644e-01,2.553408091400936608e-01
1.897499999999999964e+00,2.583975446485516358e-01,2.559613850651117350e-01
1.905000000000000027e+00,2.589500300516957010e-01,2.565830043049189269e-01
1.912499999999999867e+00,2.595034457238634129e-01,2.572055931314821131e-01
1.919999999999999929e+00,2.600578500291709783e-01,2.578290787982470134e-01
1.927499999999999991e+00,2.606133023367803725e-01,2.584533897206998110e-01
1.934999999999999831e+00,2.611698628913347586e-01,2.590784556631591795e-01
1.942499999999999893e+00,2.617275926863370517e-01,2.597042079045725482e-01
1.949999999999999956e+00,2.622865533235397839e-01,2.603305794036530618e-01
1.957500000000000018e+00,2.628468068785456135e-01,2.609575049851911577e-01
1.964999999999999858e+00,2.634084157622359479e-01,2.615849214765600395e-01
1.972499999999999920e+00,2.639714425812239584e-01,2.622127678780975524e-01
1.979999999999999982e+00,2.645359499973643502e-01,2.628409855073718382e-01
1.987499999999999822e+00,2.651020005806284940e-01,2.634695181401894293e-01
1.994999999999999885e+00,2.656696566715813224e-01,2.640983121389878230e-01
2.002499999999999947e+00,2.662389802379883652e-01,2.647273165866763089e-01
2.009999999999999787e+00,2.668100327267746708e-01,2.653564834135221928e-01
2.017500000000000071e+00,2.673828749318059583e-01,2.659857674918343351e-01
2.024999999999999911e+00,2.679575668465395411e-01,2.666151267599420338e-01
2.032499999999999751e+00,2.685341675258278160e-01,2.672445223069312426e-01
2.040000000000000036e+00,2.691127349562402737e-01,2.678739184626016678e-01
2.047499999999999876e+00,2.696933259086112256e-01,2.685032828768400548e-01
2.054999999999999716e+00,2.702759958214281388e-01,2.691325865906520343e-01
2.062500000000000000e+00,2.708607986626315189e-01,2.697618040924115723e-01
2.069999999999999840e+00,2.714477868051676790e-01,2.703909133786347452e-01
2.077500000000000124e+00,2.720370109103031342e-01,2.710198959871243374e-01
2.084999999999999964e+00,2.726285198115085406e-01,2.716487370439912286e-01
2.092499999999999805e+00,2.732223603955741820e-01,2.722774252746470447e-01
2.100000000000000089e+00,2.738185775029874369e-01,2.729059530214080764e-01
2.107499999999999929e+00,2.744172138257334748e-01,2.735343162577514864e-01
2.114999999999999769e+00,2.750183098071805610e-01,2.741625145738106895e-01
2.122500000000000053e+00,2.756219035525677707e-01,2.747905511732886552e-01
2.129999999999999893e+00,2.762280307454608175e-01,2.754184328458061937e-01
2.137499999999999734e+00,2.768367245703639568e-01,2.760461699365900357e-01
2.145000000000000018e+00,2.774480156471413328e-01,2.766737763103081504e-01
2.152499999999999858e+00,2.780619319545483137e-01,2.773012692989145211e-01
2.160000000000000142e+00,2.786784987839349692e-01,2.779286696482747843e-01
2.167499999999999982e+00,2.792977386845418297e-01,2.785560014534549933e-01
2.174999999999999822e+00,2.799196714204246206e-01,2.791832920861506695e-01
2.182500000000000107e+00,2.805443139364573457e-01,2.798105721090387021e-01
2.189999999999999947e+00,2.811716803292098055e-01,2.804378751889662347e-01
2.197499999999999787e+00,2.818017818308799494e-01,2.810652380094831870e-01
2.205000000000000071e+00,2.824346267900851859e-01,2.816927001633189875e-01
2.212499999999999911e+00,2.830702206735664639e-01,2.823203040419619003e-01
2.219999999999999751e+00,2.837085660684651178e-01,2.829480947245195943e-01
2.227500000000000036e+00,2.843496626912489500e-01,2.835761198539352712e-01
2.234999999999999876e+00,2.849935074072138530e-01,2.842044295153585143e-01
2.242499999999999716e+00,2.856400942565396339e-01,2.848330761005403167e-01
2.250000000000000000e+00,2.862894144882618952e-01,2.854621141724948963e-01
2.257499999999999840e+00,2.869414565989145127e-01,2.860916003330170043e-01
2.265000000000000124e+00,2.875962063859761608e-01,2.867215930636117238e-01
2.272499999999999964e+00,2.882536469992517114e-01,2.873521525965780921e-01
2.279999999999999805e+00,2.889137590050342430e-01,2.879833407566459447e-01
2.287500000000000089e+00,2.895765204577466223e-01,2.886152208048010093e-01
2.294999999999999929e+00,2.902419069742723234e-01,2.892478572904007561e-01
2.302499999999999769e+00,2.909098918139458312e-01,2.898813158910973908e-01
2.310000000000000053e+00,2.915804459702844298e-01,2.905156632523143156e-01
2.317499999999999893e+00,2.922535382623061007e-01,2.911509668352210145e-01
2.324999999999999734e+00,2.929291354360451516e-01,2.917872947611692136e-01
2.332500000000000018e+00,2.936072022708101081e-01,2.924247156483905097e-01
2.339999999999999858e+00,2.942877016840675930e-01,2.930632984541302610e-01
2.347499999999999698e+00,2.949705948501106789e-01,2.937031123133316268e-01
2.354999999999999982e+00,2.956558413170765620e-01,2.943442263954002547e-01
2.362499999999999822e+00,2.963433991304014747e-01,2.949867097445866282e-01
2.370000000000000107e+00,2.970332249533146896e-01,2.956306311281489685e-01
2.377499999999999947e+00,2.977252742024230625e-01,2.962760588861029776e-01
2.384999999999999787e+00,2.984195011748445037e-01,2.969230607887307638e-01
2.392500000000000071e+00,2.991158591821069246e-01,2.975717039000535524e-01
2.399999999999999911e+00,2.998143006872206473e-01,2.982220544300292486e-01
2.407499999999999751e+00,3.005147774382425641e-01,2.988741775986142879e-01
2.415000000000000036e+00,3.012172406098415078e-01,2.995281375125003476e-01
2.422499999999999876e+00,3.019216409427097347e-01,3.001839970389338363e-01
2.429999999999999716e+00,3.026279288771571152e-01,3.008418176833713154e-01
2.437500000000000000e+00,3.033360546932369894e-01,3.015016594724271304e-01
2.444999999999999840e+00,3.040459686551628682e-01,3.021635808444436688e-01
2.452500000000000124e+00,3.047576211360344955e-01,3.028276385507840396e-01
2.459999999999999964e+00,3.054709627652708592e-01,3.034938875455019391e-01
2.467499999999999805e+00,3.061859445533284263e-01,3.041623809017224844e-01
2.475000000000000089e+00,3.069025180272680342e-01,3.048331697181009270e-01
2.482499999999999929e+00,3.076206353605637767e-01,3.055063030447447425e-01
2.489999999999999769e+00,3.083402494956902773e-01,3.061818278059734166e-01
2.497500000000000053e+00,3.090613142688448112e-01,3.068597887332130125e-01
2.504999999999999893e+00,3.097837845264676537e-01,3.075402283017878435e-01
2.512499999999999734e+00,3.105076162439325826e-01,3.082231866763605610e-01
2.520000000000000018e+00,3.112327666305498286e-01,3.089087016698758292e-01
2.527499999999999858e+00,3.119591942417428432e-01,3.095968086880177550e-01
2.534999999999999698e+00,3.126868590744439347e-01,3.102875407044933809e-01
2.542499999999999982e+00,3.134157226668156659e-01,3.109809282310588840e-01
2.549999999999999822e+00,3.141457481836155696e-01,3.116769993015579554e-01
2.557500000000000107e+00,3.148769005079986583e-01,3.123757794424422141e-01
2.564999999999999947e+00,3.156091463154357402e-01,3.130772916733383648e-01
2.572499999999999787e+00,3.163424541445776783e-01,3.137815565029168918e-01
2.580000000000000071e+00,3.170767944694305451e-01,3.144885919300940413e-01
2.587499999999999911e+00,3.178121397581258334e-01,3.151984134530691484e-01
2.594999999999999751e+00,3.185484645221881572e-01,3.159110340882157475e-01
2.602500000000000036e+00,3.192857453652633848e-01,3.166264643878632379e-01
2.609999999999999876e+00,3.200239610264312140e-01,3.173447124641943229e-01
2.617499999999999716e+00,3.207630924114461823e-01,3.180657840274696557e-01
2.625000000000000000e+00,3.215031226202276771e-01,3.187896824177291477e-01
2.632499999999999840e+00,3.222440369625919065e-01,3.195164086410623994e-01
2.639999999999999680e+00,3.229858229764077104e-01,3.202459614313215019e-01
2.647499999999999964e+00,3.237284704320508855e-01,3.209783372834981163e-01
2.654999999999999805e+00,3.244719713307491205e-01,3.217135305219315788e-01
2.662500000000000089e+00,3.252163199000149274e-01,3.224515333480924006e-01
2.669999999999999929e+00,3.259615125719880213e-01,3.231923359105720595e-01
2.677499999999999769e+00,3.267075479748520195e-01,3.239359263680284262e-01
2.685000000000000053e+00,3.274544268974761696e-01,3.246822909568771731e-01
2.692499999999999893e+00,3.282021522575704897e-01,3.254314140692978752e-01
2.699999999999999734e+00,3.289507290631635272e-01,3.261832783212601505e-01
2.707500000000000018e+00,3.297001643706453100e-01,3.269378646282936618e-01
2.714999999999999858e+00,3.304504672302691626e-01,3.276951522944100414e-01
2.722499999999999698e+00,3.312016486324568243e-01,3.284551190804623211e-01
2.729999999999999982e+00,3.319537214456599883e-01,3.292177412973655848e-01
2.737499999999999822e+00,3.327067003490781771e-01,3.299829938858482303e-01
2.745000000000000107e+00,3.334606017639452635e-01,3.307508505016570899e-01
2.752499999999999947e+00,3.342154437794462862e-01,3.315212835987103035e-01
2.759999999999999787e+00,3.349712460703426764e-01,3.322942645198018186e-01
2.767500000000000071e+00,3.357280298122922169e-01,3.330697635884320440e-01
2.774999999999999911e+00,3.364858176034795645e-01,3.338477501827868399e-01
2.782499999999999751e+00,3.372446333660932827e-01,3.346281928285207985e-01
2.790000000000000036e+00,3.380045022580421832e-01,3.354110592898741916e-01
2.797499999999999876e+00,3.387654505796801607e-01,3.361963166519600366e-01
2.804999999999999716e+00,3.395275056750072795e-01,3.369839314101376049e-01
2.812500000000000000e+00,3.402906958292382655e-01,3.377738695453085804e-01
2.819999999999999840e+00,3.410550501750161945e-01,3.385660966160382590e-01
2.827499999999999680e+00,3.418205985863443375e-01,3.393605778400902162e-01
2.834999999999999964e+00,3.425873715778178230e-01,3.401572781716780680e-01
2.842499999999999805e+00,3.433554002053106902e-01,3.409561623791517171e-01
2.850000000000000089e+00,3.441247159561658386e-01,3.417571951250139017e-01
2.857499999999999929e+00,3.448953506532699831e-01,3.425603410439190255e-01
2.864999999999999769e+00,3.456673363508486196e-01,3.433655648152959539e-01
2.872500000000000053e+00,3.464407052360212180e-01,3.441728312266070233e-01
2.879999999999999893e+00,3.472154895265642249e-01,3.449821052547680234e-01
2.887499999999999734e+00,3.479917213747332205e-01,3.457933521209758387e-01
2.895000000000000018e+00,3.487694327720310405e-01,3.466065373626447399e-01
